sample_count,mean_rate_bps,mean_rate_mbps,std_rate_bps,std_rate_mbps,median_rate_bps,median_rate_mbps,min_rate_bps,min_rate_mbps,max_rate_bps,max_rate_mbps,mean_reward,mean_constraint_violation_count,mean_trajectory_length,ablation,delta_from_A0_bps,delta_from_A0_mbps
15,4639009.55188,4.63900955188,492723.209231,0.492723209231,4838370.84319,4.83837084319,3766057.78601,3.76605778601,5170110.78435,5.17011078435,370.834417058,86.1333333333,100,A0_full_td3,0,0
15,5746697.65075,5.74669765075,152852.396839,0.152852396839,5785921.1985,5.7859211985,5411950.55831,5.41195055831,5943543.63264,5.94354363264,497.105484204,74.3333333333,100,A1_isotropic_antenna,1107688.09886,1.10768809886
15,4481168.63543,4.48116863543,682054.330781,0.682054330781,4816345.27977,4.81634527977,3333069.53708,3.33306953708,5163512.12037,5.16351212037,363.736575101,83.6,100,A2_no_balance_penalty,-157840.916449,-0.157840916449
15,4629019.09948,4.62901909948,491423.984985,0.491423984985,4832056.04327,4.83205604327,3760970.70932,3.76097070932,5171225.75001,5.17122575001,370.526464815,86.2666666667,100,A3_no_energy_penalty,-9990.45239632,-0.00999045239632
15,4028995.93317,4.02899593317,600433.785386,0.600433785386,4262486.54601,4.26248654601,2584421.58422,2.58442158422,4698609.61593,4.69860961593,318.145794441,73.5333333333,100,A4_fixed_relay_height,-610013.61871,-0.61001361871
