algorithm,training_seed,evaluation_episode,scenario_id,average_rate_e2e,average_rate_HR,average_rate_RL,average_snr_HR,average_snr_RL,total_reward,outage_count,constraint_violation_count,trajectory_length,rate_bps,rate_mbps,source_file,source_stage,git_commit,source_code_hash
A3_no_energy_penalty,1,2,eval_2,5171225.750008953,10342451.500017906,11290750.435135264,1383.6046272979345,3168.04022664534,426.9487965012953,0,88,100,5171225.75001,5.17122575001,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,1,3,eval_3,4139985.889329093,8279971.778658186,10494313.327110147,393.2770317009578,1576.2865082934245,317.84303480124316,0,90,100,4139985.88933,4.13998588933,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,1,4,eval_4,5147619.149800765,10295238.29960153,11249674.517710598,1340.0118740828452,2824.6724981075467,424.54846171129327,0,88,100,5147619.1498,5.1476191498,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,2,0,eval_0,4832056.043266491,9723649.925308455,10922321.275520675,1228.0625937946143,2363.015009470901,390.57983869503164,0,89,100,4832056.04327,4.83205604327,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,2,1,eval_1,5137690.356103089,10275380.712206177,11334191.598283816,1369.5212913380174,3001.677339490771,427.2861125464634,0,84,100,5137690.3561,5.1376903561,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,2,2,eval_2,5074604.292617211,10149208.585234422,11279975.848273883,1297.7889749465833,3115.9990187359635,418.7881862174388,0,86,100,5074604.29262,5.07460429262,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,2,3,eval_3,4222418.730623094,8444837.461246189,10557012.644724233,371.1776199308375,1642.6170002945787,325.6740061819311,0,91,100,4222418.73062,4.22241873062,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A3_no_energy_penalty,2,4,eval_4,5077793.78470057,10155587.56940114,11202970.338544779,1283.0100418018326,2653.5807189497664,416.2791926224261,0,89,100,5077793.7847,5.0777937847,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,0,0,eval_0,3801797.3925036807,7603594.785007361,15040857.946945196,291.4448192307106,34992.66869650686,292.90002965197885,0,70,100,3801797.3925,3.8017973925,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,0,1,eval_1,4396862.996637923,8793725.993275845,12406938.651164072,481.95517636858773,6359.766485694017,355.6488846274863,0,75,100,4396862.99664,4.39686299664,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,0,2,eval_2,4241925.403307987,8483850.806615975,12317337.24664912,382.9857597053209,6420.363037952955,346.53549302737804,0,68,100,4241925.40331,4.24192540331,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,0,3,eval_3,4698609.615934543,9397219.231869087,13242394.314110463,680.1210736790002,9781.540320529475,384.8691839887928,0,76,100,4698609.61593,4.69860961593,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,0,4,eval_4,4262486.546006953,8524973.092013907,12134312.41700194,398.7621308973757,4896.87300391171,344.0168021636812,0,73,100,4262486.54601,4.26248654601,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,1,0,eval_0,4013303.677066989,8026607.354133978,11199952.33396373,343.3995913999321,2734.266682256631,314.0564321612981,0,78,100,4013303.67707,4.01330367707,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,1,1,eval_1,4335987.58428869,8671975.16857738,12143711.86234365,468.19427524025275,4939.593929617316,347.4428997002898,0,77,100,4335987.58429,4.33598758429,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,1,2,eval_2,4320156.542367399,8640313.084734797,12378729.5357478,411.34771608652477,6927.933593059778,342.5555257490636,0,80,100,4320156.54237,4.32015654237,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,1,3,eval_3,3065314.833702624,6130629.667405248,10856271.52999223,81.12351677668333,2035.8445554124908,215.7453446312782,0,76,100,3065314.8337,3.0653148337,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,1,4,eval_4,4367226.409561782,8734452.819123564,12187896.859769294,441.6939517028755,5241.362405051004,352.8553882392312,0,75,100,4367226.40956,4.36722640956,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,2,0,eval_0,3977118.469294585,7954236.93858917,12137040.350373464,337.22871352174354,4959.880349733734,313.38116700163545,0,73,100,3977118.46929,3.97711846929,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,2,1,eval_1,4536709.100384939,9076921.759481674,13645943.896991016,569.4513169255478,14604.413007908815,371.0668319045076,0,72,100,4536709.10038,4.53670910038,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
A4_fixed_relay_height,2,2,eval_2,3182440.232660568,6364880.465321136,11408075.409216251,112.40976262475911,3773.6817062428104,237.1827590911562,0,66,100,3182440.23266,3.18244023266,results/phase4/ablations/ablation_results.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
