episode,episode_reward,average_rate_e2e,average_rate_HR,average_rate_RL,average_snr_HR,average_snr_RL,outage_count,constraint_violation_count,trajectory_length,actor_loss,critic_loss,q1_mean,q2_mean,replay_buffer_size,exploration_noise,algorithm,training_seed,rate_bps,rate_mbps,source_file,source_stage,git_commit,source_code_hash
14,266.08563754768807,3088115.2262878097,6176230.452575619,12800641.998141304,392.06447632114543,9269.250516680504,0,24,100,,1.982864499092102,1.4396802186965942,1.3374418020248413,1400,0.09322301194154048,TD3,2,3088115.22629,3.08811522629,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
15,269.32357564018685,3068231.3327269177,6136462.665453835,12660633.011157816,341.8564111617896,8217.60121224338,0,19,100,-0.7802055478096008,2.371656894683838,1.6492462158203125,1.757791519165039,1500,0.09275689688183278,TD3,2,3068231.33273,3.06823133273,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
16,299.0092796141863,3448895.7063624174,6897791.412724835,12577880.59773634,505.0735139743007,8080.219916968635,0,30,100,,2.8297877311706543,1.5729948282241821,1.776134729385376,1600,0.09229311239742362,TD3,2,3448895.70636,3.44889570636,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
17,291.56572774420454,3368526.6470087087,6737053.294017417,12521308.597050466,470.2535393568196,7666.400302820179,0,29,100,-1.150245189666748,3.157346248626709,1.80263352394104,2.1183202266693115,1700,0.0918316468354365,TD3,2,3368526.64701,3.36852664701,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
18,317.36867554627224,3692483.917088032,7384967.834176064,12325567.83540254,608.1556310406138,6790.6150437359665,0,38,100,,3.0399630069732666,1.7951771020889282,2.0206305980682373,1800,0.09137248860125932,TD3,2,3692483.91709,3.69248391709,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
19,314.05749753024344,3623462.7071972163,7246925.414394433,12351382.571470939,558.3841837924398,6707.965735153196,0,34,100,-1.5428338050842285,2.6431522369384766,1.8179831504821777,2.016308069229126,1900,0.09091562615825302,TD3,2,3623462.7072,3.6234627072,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
20,338.1595298177787,3940742.89932994,7881485.79865988,12123446.59099633,707.8173922682232,5931.184225613551,0,44,100,,2.5495200157165527,1.834750771522522,1.9235998392105103,2000,0.09046104802746176,TD3,2,3940742.89933,3.94074289933,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
21,336.43061123210134,3906470.637783774,7812941.275567548,12200809.343341436,685.0138882474471,6247.444250573953,0,42,100,-2.319547653198242,2.7765049934387207,2.3039846420288086,2.351167678833008,2100,0.09000874278732444,TD3,2,3906470.63778,3.90647063778,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
22,353.4699974986918,4185618.5855127024,8371237.171025405,11973669.53816431,821.8238497114285,5292.656883161281,0,55,100,,2.558913230895996,1.9287418127059937,1.864662528038025,2200,0.08955869907338782,TD3,2,4185618.58551,4.18561858551,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
23,345.4208491736112,4000317.440868262,8000634.881736524,12237756.053674845,696.5814409520359,6366.86844620509,0,43,100,-2.7403597831726074,2.235865592956543,2.191441297531128,2.057004928588867,2300,0.08911090557802087,TD3,2,4000317.44087,4.00031744087,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
24,356.8693587739978,4226996.180051328,8453992.360102655,11957818.414853353,846.4688952166503,5208.899680347362,0,56,100,,2.164924144744873,2.4949140548706055,2.304777145385742,2400,0.08866535105013076,TD3,2,4226996.18005,4.22699618005,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
25,360.19755673123177,4248161.773513608,8496323.547027215,11967799.64021381,830.7183688104556,5280.112544536716,0,55,100,-3.06415057182312,2.457076072692871,2.2779488563537598,2.112196445465088,2500,0.08822202429488012,TD3,2,4248161.77351,4.24816177351,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
26,369.21212821719564,4406331.536482333,8812663.072964666,11807590.127484115,920.064976178713,4533.341360284175,0,63,100,,2.1548285484313965,2.3119661808013916,2.126591920852661,2600,0.08778091417340572,TD3,2,4406331.53648,4.40633153648,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
27,371.60799055567503,4401809.038379958,8803618.076759916,11881094.271396512,914.5656414906705,4877.948955699537,0,60,100,-3.187288999557495,2.05259370803833,2.2905921936035156,2.193431854248047,2700,0.0873420096025387,TD3,2,4401809.03838,4.40180903838,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
28,373.9061946817036,4488161.834309162,8976323.668618323,11768671.012378616,968.653223165657,4402.354170925792,0,67,100,,2.1967859268188477,2.2622859477996826,2.193490505218506,2800,0.086905299554526,TD3,2,4488161.83431,4.48816183431,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
29,378.32047906582187,4519974.53915936,9039949.07831872,11769033.19577286,974.6316942775873,4403.086393924166,0,66,100,-3.0787353515625,2.6105079650878906,2.089479923248291,2.095134973526001,2900,0.08647077305675337,TD3,2,4519974.53916,4.51997453916,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
30,382.3112032287599,4567110.463999804,9134220.927999608,11765346.006799605,994.0044910232705,4350.784033211627,0,67,100,,2.0844316482543945,2.489428997039795,2.5783491134643555,3000,0.0860384191914696,TD3,2,4567110.464,4.567110464,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
31,382.884199299837,4563088.548283033,9126177.096566066,11766710.638214812,993.2111100010744,4356.306325932911,0,66,100,-3.1602766513824463,2.133680820465088,2.1601998805999756,2.2630887031555176,3100,0.08560822709551225,TD3,2,4563088.54828,4.56308854828,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
32,386.3036143298456,4642198.037130737,9284396.074261473,11699528.391181974,1051.3239284272524,4161.025202821604,0,71,100,,2.3768067359924316,2.114159345626831,2.1696584224700928,3200,0.08518018596003468,TD3,2,4642198.03713,4.64219803713,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
33,383.8761300334058,4609219.538906633,9218439.077813266,11701145.728888001,1022.1129576283099,4107.473685308421,0,70,100,-3.4244027137756348,2.0482442378997803,2.212167501449585,2.275095224380493,3300,0.08475428503023451,TD3,2,4609219.53891,4.60921953891,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
34,388.9923200265305,4695397.883350547,9390795.766701095,11656079.605424045,1079.0558063006604,3939.6534523711352,0,74,100,,2.0659685134887695,2.4706687927246094,2.45296573638916,3400,0.08433051360508334,TD3,2,4695397.88335,4.69539788335,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
35,389.1137345374872,4668590.705047086,9337181.410094172,11689615.877850745,1062.9883574149362,4089.670065618112,0,71,100,-3.821624279022217,2.128523349761963,2.543674945831299,2.455339193344116,3500,0.08390886103705793,TD3,2,4668590.70505,4.66859070505,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
36,391.2901209479853,4726585.036763612,9453170.073527224,11646360.94168746,1108.4400532029865,3933.1086527500715,0,75,100,,2.3252639770507812,2.877509593963623,2.7779343128204346,3600,0.08348931673187264,TD3,2,4726585.03676,4.72658503676,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
37,387.817720914156,4740162.049208451,9480324.098416902,11595070.817486415,1110.855628223202,3725.011382511276,0,80,100,-3.9995057582855225,2.3999223709106445,2.617770195007324,2.500699043273926,3700,0.08307187014821328,TD3,2,4740162.04921,4.74016204921,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
38,393.7058400264504,4795980.350017671,9591960.700035341,11584821.971679673,1159.1487688690834,3718.842094606288,0,80,100,,2.3017983436584473,2.6303904056549072,2.5331358909606934,3800,0.08265651079747222,TD3,2,4795980.35002,4.79598035002,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
39,393.83432760740044,4787385.639107624,9574771.278215248,11575825.457614815,1145.7526359537646,3651.3351875787116,0,79,100,-4.005489349365234,2.1367130279541016,2.6021535396575928,2.5501677989959717,3900,0.08224322824348486,TD3,2,4787385.63911,4.78738563911,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
40,393.55878936512374,4822847.4454496885,9645694.890899377,11549518.325851737,1180.9346108631094,3570.6985670565355,0,83,100,,2.067751407623291,3.042712688446045,3.0085532665252686,4000,0.08183201210226744,TD3,2,4822847.44545,4.82284744545,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
41,394.7175100443911,4814738.8833519425,9629477.766703885,11562987.277194865,1164.941291739662,3618.5440005544865,0,81,100,-4.053232669830322,1.8172067403793335,2.83686900138855,2.8352255821228027,4100,0.0814228520417561,TD3,2,4814738.88335,4.81473888335,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
42,394.14329515390745,4828512.926444477,9657025.852888955,11550202.201057173,1188.3958642620146,3568.6201831280605,0,83,100,,2.349092483520508,2.7861075401306152,2.8311715126037598,4200,0.08101573778154732,TD3,2,4828512.92644,4.82851292644,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
43,395.3460338852953,4830727.032359018,9661454.064718036,11566277.178531831,1195.3729748507901,3627.9489955120494,0,82,100,-4.029365539550781,2.224116325378418,2.742382049560547,2.7420217990875244,4300,0.08061065909263958,TD3,2,4830727.03236,4.83072703236,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
44,396.071182954753,4846942.794800691,9693885.589601383,11549169.516389133,1212.240861457976,3565.839325933195,0,83,100,,2.0985989570617676,3.012576103210449,2.9967939853668213,4400,0.08020760579717638,TD3,2,4846942.7948,4.8469427948,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
45,395.4935055799222,4860153.552692621,9720307.105385242,11535063.883591305,1218.7646520015987,3521.5912453712895,0,85,100,-4.075156211853027,1.9005463123321533,2.9786181449890137,2.9223477840423584,4500,0.0798065677681905,TD3,2,4860153.55269,4.86015355269,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
46,395.07150601851015,4865569.6416811785,9731139.283362357,11525427.781069942,1225.2374683988344,3476.865799451571,0,86,100,,1.8316950798034668,3.080936908721924,3.009516477584839,4600,0.07940753492934956,TD3,2,4865569.64168,4.86556964168,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
47,396.7987058823999,4853856.86203739,9707713.72407478,11546225.46590347,1216.831844896268,3568.72382683555,0,83,100,-4.191452503204346,2.0291013717651367,3.1272263526916504,3.0529682636260986,4700,0.07901049725470281,TD3,2,4853856.86204,4.85385686204,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
48,396.6119168241591,4861478.857418266,9722957.714836532,11536452.385222767,1229.3815565462648,3544.093674540267,0,84,100,,1.7522608041763306,3.1935276985168457,3.1599957942962646,4800,0.0786154447684293,TD3,2,4861478.85742,4.86147885742,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
49,397.75713959897035,4872214.0086191585,9744428.017238317,11525137.676565193,1237.704116344953,3474.8332569723298,0,84,100,-4.373926162719727,1.9100438356399536,3.0747342109680176,3.068915367126465,4900,0.07822236754458715,TD3,2,4872214.00862,4.87221400862,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
50,398.9426137877872,4874182.150196402,9748364.300392805,11538583.96522666,1244.2501553152838,3562.125931904111,0,83,100,,1.6428560018539429,3.2165393829345703,3.256110429763794,5000,0.07783125570686422,TD3,2,4874182.1502,4.8741821502,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
51,397.1075890148764,4866106.196072328,9732212.392144656,11532202.112381661,1233.100781144691,3514.265684219933,0,84,100,-4.162450790405273,1.8415800333023071,3.066972017288208,3.111422538757324,5100,0.0774420994283299,TD3,2,4866106.19607,4.86610619607,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
52,395.21544776794065,4886002.2224559905,9772004.444911981,11530593.014244117,1253.812206855738,3562.6142102731205,0,88,100,,1.8530802726745605,3.157062292098999,3.180798292160034,5200,0.07705488893118825,TD3,2,4886002.22246,4.88600222246,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
53,396.1930003143132,4885948.820588692,9771897.641177384,11534829.341251943,1256.4319955458543,3576.016501457055,0,87,100,-4.2077202796936035,1.8469455242156982,2.9172449111938477,2.91510009765625,5300,0.07666961448653231,TD3,2,4885948.82059,4.88594882059,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
54,393.28805370327746,4877340.410038205,9754680.82007641,11520168.354761075,1257.1733907324822,3507.472738127287,0,89,100,,1.6076327562332153,3.2500555515289307,3.2090237140655518,5400,0.07628626641409965,TD3,2,4877340.41004,4.87734041004,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
55,395.69852889372476,4890618.360736334,9781236.721472668,11513228.512032485,1261.390406493132,3469.5196498269825,0,88,100,-4.156755447387695,1.8511226177215576,3.249272346496582,3.1839053630828857,5500,0.07590483508202915,TD3,2,4890618.36074,4.89061836074,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
56,396.00929983622717,4893620.414303238,9787240.828606475,11528598.786627581,1266.472764119979,3525.4765260410636,0,88,100,,1.3354424238204956,3.2735230922698975,3.238323926925659,5600,0.075525310906619,TD3,2,4893620.4143,4.8936204143,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
57,396.3354355429103,4887173.022987199,9774346.045974398,11514367.505694594,1261.8342285842064,3462.636197456124,0,87,100,-4.218756675720215,1.6706594228744507,3.195488214492798,3.198349952697754,5700,0.07514768435208591,TD3,2,4887173.02299,4.88717302299,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
58,394.33175282252324,4877931.52954041,9755863.05908082,11534704.830990873,1258.1608801917196,3545.400954722508,0,88,100,,2.065092086791992,2.947373628616333,2.942962169647217,5800,0.07477194593032548,TD3,2,4877931.52954,4.87793152954,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
59,393.0789605628154,4894131.0945158,9788262.1890316,11518974.916285615,1262.7107154881062,3502.4869588899396,0,91,100,-4.44511604309082,1.6558536291122437,3.1176867485046387,3.113049268722534,5900,0.07439808620067385,TD3,2,4894131.09452,4.89413109452,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
60,395.6741412229766,4899783.636325529,9799567.272651058,11506575.65232697,1276.2020367440934,3457.6435293917725,0,89,100,,1.3896243572235107,3.728815793991089,3.7452898025512695,6000,0.07402609576967048,TD3,2,4899783.63633,4.89978363633,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
61,397.7927427507624,4891758.933180317,9783517.866360635,11530445.155035213,1270.4145295145165,3543.619519086056,0,86,100,-4.1122822761535645,1.3359010219573975,3.2493486404418945,3.2604122161865234,6100,0.07365596529082213,TD3,2,4891758.93318,4.89175893318,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
62,396.0162960318151,4884349.172303509,9768698.344607018,11524796.601580555,1264.312127562252,3537.868921196682,0,87,100,,1.231136679649353,3.426501750946045,3.440861225128174,6200,0.07328768546436802,TD3,2,4884349.1723,4.8843491723,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
63,396.1275985252556,4894931.838745907,9789863.677491814,11530634.177603502,1271.7022407662676,3571.096546297537,0,88,100,-4.03533411026001,1.1529395580291748,3.145875930786133,3.1274561882019043,6300,0.07292124703704618,TD3,2,4894931.83875,4.89493183875,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
64,394.94793357080226,4893130.264500503,9786260.529001007,11522005.559874665,1272.1582757614171,3524.1637154825567,0,89,100,,1.2350029945373535,3.295372486114502,3.278301954269409,6400,0.07255664080186094,TD3,2,4893130.2645,4.8931302645,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
65,396.38104166828055,4897247.13125401,9794494.26250802,11524255.323314877,1276.216454091817,3532.9355139212976,0,88,100,-4.332289695739746,1.1820297241210938,3.309605598449707,3.243813991546631,6500,0.07219385759785164,TD3,2,4897247.13125,4.89724713125,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
66,397.34168288951724,4896999.31461422,9793998.62922844,11528995.507026343,1277.9298010923042,3556.7411730703216,0,87,100,,1.4272202253341675,3.268320322036743,3.1746654510498047,6600,0.07183288830986238,TD3,2,4896999.31461,4.89699931461,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
67,396.9963948365727,4903023.664528392,9806047.329056785,11525788.727824414,1278.6101850953585,3542.68434118523,0,88,100,-4.425910949707031,1.5643081665039062,3.5746524333953857,3.513434410095215,6700,0.07147372386831308,TD3,2,4903023.66453,4.90302366453,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
68,395.22846263470916,4895980.920934271,9791961.841868542,11531422.349426474,1277.3066919151418,3579.586459192957,0,89,100,,1.0831513404846191,3.5279476642608643,3.5436105728149414,6800,0.07111635524897152,TD3,2,4895980.92093,4.89598092093,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
69,390.9615503948569,4902717.593751698,9805435.187503396,11524787.186261136,1280.061844488984,3559.0085419022744,0,94,100,-4.205239295959473,1.719616413116455,3.2176623344421387,3.27358341217041,6900,0.07076077347272666,TD3,2,4902717.59375,4.90271759375,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
70,398.7741059520594,4900944.237944423,9801888.475888846,11525128.16729305,1279.7683288620083,3559.3984234984587,0,86,100,,1.3368643522262573,3.3837828636169434,3.440887928009033,7000,0.07040696960536302,TD3,2,4900944.23794,4.90094423794,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
71,393.3528229641094,4906095.382819494,9812190.765638988,11504343.45321665,1284.0141543949917,3474.321268728748,0,92,100,-4.404537200927734,1.1368365287780762,3.5148699283599854,3.5136311054229736,7100,0.0700549347573362,TD3,2,4906095.38282,4.90609538282,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
72,398.8183815462072,4892435.080449248,9784870.160898495,11553397.864264933,1278.1703761321946,3705.3020273117513,0,85,100,,1.3538384437561035,3.737548828125,3.6606216430664062,7200,0.06970466008354953,TD3,2,4892435.08045,4.89243508045,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
73,398.77148030745104,4901252.715306958,9802505.430613916,11543451.25267945,1283.1750363289618,3678.7913560554107,0,86,100,-4.465202331542969,1.231506109237671,3.568709373474121,3.463258743286133,7300,0.06935613678313178,TD3,2,4901252.71531,4.90125271531,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
74,398.78724483678985,4901170.983196732,9802341.966393463,11524208.47804702,1284.9347168922147,3571.3410689145867,0,86,100,,1.1130192279815674,3.562243938446045,3.49600887298584,7400,0.06900935609921612,TD3,2,4901170.9832,4.9011709832,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
