episode,episode_reward,average_rate_e2e,average_rate_HR,average_rate_RL,average_snr_HR,average_snr_RL,outage_count,constraint_violation_count,trajectory_length,actor_loss,critic_loss,q1_mean,q2_mean,replay_buffer_size,exploration_noise,algorithm,training_seed,rate_bps,rate_mbps,source_file,source_stage,git_commit,source_code_hash
94,400.2242118699006,4896285.666155218,9792571.332310436,11096685.686392449,1289.2070422433064,2816.9278801324053,0,85,100,-4.402058124542236,0.35272541642189026,3.8134312629699707,,9400,0.062426586764353996,DDPG,1,4896285.66616,4.89628566616,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
95,403.16073118848055,4905147.5081612915,9810295.016322583,11094628.112958396,1293.2118639387884,2809.520984225487,0,83,100,-4.374016284942627,0.2251954972743988,3.919376850128174,,9500,0.062114453830532226,DDPG,1,4905147.50816,4.90514750816,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
96,398.04817475975716,4904061.369479806,9808122.738959612,11097264.530014696,1293.6569948393017,2834.407784541746,0,88,100,-4.336103916168213,0.19037432968616486,3.900841474533081,,9600,0.061803881561379566,DDPG,1,4904061.36948,4.90406136948,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
97,396.5345216156921,4908424.61541496,9816849.23082992,11090243.382278292,1294.1478072934117,2790.3927633387584,0,90,100,-4.162132740020752,0.2381780743598938,3.6414198875427246,,9700,0.061494862153572666,DDPG,1,4908424.61541,4.90842461541,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
98,399.4225082996729,4907456.37468189,9814912.74936378,11090453.708126947,1294.5089333035946,2793.344194305693,0,87,100,-4.344196796417236,0.43564099073410034,3.738861322402954,,9800,0.0611873878428048,DDPG,1,4907456.37468,4.90745637468,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
99,399.8838946385972,4911780.408922359,9823560.817844719,11087143.165919509,1297.8385696354399,2794.5918951042777,0,87,100,-4.604788780212402,0.22055231034755707,3.9380886554718018,,9900,0.060881450903590775,DDPG,1,4911780.40892,4.91178040892,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
100,397.4292515592858,4898389.236664963,9796778.473329926,11102533.270820778,1290.5183406845642,2845.9429507473756,0,88,100,-4.533622741699219,0.3098165988922119,3.8842411041259766,,10000,0.06057704364907282,DDPG,1,4898389.23666,4.89838923666,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
101,399.3997951763036,4907207.181628314,9814414.363256628,11086626.28588253,1295.7126726473198,2777.422317914669,0,87,100,-4.560785293579102,0.29373279213905334,4.033836841583252,,10100,0.06027415843082746,DDPG,1,4907207.18163,4.90720718163,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
102,399.5496182615587,4908700.334496916,9817400.668993833,11086733.616703732,1295.0459981504232,2763.372846464061,0,87,100,-4.4791259765625,0.2900305390357971,3.984879970550537,,10200,0.05997278763867332,DDPG,1,4908700.3345,4.9087003345,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
103,401.5617954655588,4908799.679027883,9817599.358055767,11087526.97158718,1295.8607120310207,2784.901324040681,0,85,100,-4.325129985809326,0.3514556288719177,3.895543336868286,,10300,0.059672923700479955,DDPG,1,4908799.67903,4.90879967903,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
104,401.227074301709,4905636.216081418,9811272.432162836,11093757.302608285,1292.3634406012495,2800.6506592610867,0,85,100,-4.466197967529297,0.21525554358959198,4.1013264656066895,,10400,0.05937455908197756,DDPG,1,4905636.21608,4.90563621608,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
105,400.45331037853106,4907853.622445416,9815707.244890831,11093998.802320812,1294.6694652986334,2811.196739779345,0,86,100,-4.448359966278076,0.3592498302459717,4.019846439361572,,10500,0.05907768628656767,DDPG,1,4907853.62245,4.90785362245,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
106,397.05255121409004,4913338.098990893,9826676.197981786,11086013.955221236,1297.1707929722438,2777.134155017361,0,90,100,-4.456379413604736,0.3578988313674927,3.8285367488861084,,10600,0.05878229785513483,DDPG,1,4913338.09899,4.91333809899,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
107,396.4593417545652,4907823.110157969,9815646.220315939,11086733.507405449,1294.5361896596269,2776.762799798432,0,90,100,-4.621212005615234,0.2747064530849457,4.214414596557617,,10700,0.05848838636585915,DDPG,1,4907823.11016,4.90782311016,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
108,401.03570876273477,4913232.532110523,9826465.064221047,11083589.595013252,1297.3807002125347,2768.156554389059,0,86,100,-4.562516689300537,0.25915807485580444,4.31308126449585,,10800,0.05819594443402985,DDPG,1,4913232.53211,4.91323253211,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
109,399.4898901570943,4908038.476855347,9816076.953710694,11089310.430565426,1293.2510866030937,2783.563417336114,0,87,100,-4.502969264984131,0.25536006689071655,4.2839250564575195,,10900,0.057904964711859706,DDPG,1,4908038.47686,4.90803847686,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
110,398.82856842196315,4911191.549439729,9822383.098879458,11083229.913766876,1295.9906639360916,2756.12654677903,0,88,100,-4.482367038726807,0.2479436993598938,4.054245471954346,,11000,0.05761543988830041,DDPG,1,4911191.54944,4.91119154944,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
111,394.93827516586373,4912168.06809074,9824336.13618148,11083058.867406359,1296.3733143478798,2753.357759653113,0,92,100,-4.456485271453857,0.2224917858839035,4.035977840423584,,11100,0.05732736268885891,DDPG,1,4912168.06809,4.91216806809,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
112,398.05126141600414,4904019.08346965,9808038.1669393,11091644.3270444,1293.5385657992495,2803.6582103724318,0,88,100,-4.591322898864746,0.3124609589576721,4.002898693084717,,11200,0.05704072587541461,DDPG,1,4904019.08347,4.90401908347,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
113,402.21731054453124,4905436.664529597,9810873.329059195,11085450.391290398,1293.6569485366572,2760.9400263888156,0,84,100,-4.701664924621582,0.27433350682258606,4.228470802307129,,11300,0.05675552224603753,DDPG,1,4905436.66453,4.90543666453,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
114,401.9227415370571,4902874.781797179,9805749.563594358,11093407.034329824,1292.5145433971602,2803.1716978977465,0,84,100,-4.751163005828857,0.2668881416320801,4.449429988861084,,11400,0.05647174463480734,DDPG,1,4902874.7818,4.9028747818,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
115,400.2573593165548,4905940.183312211,9811880.366624422,11085713.716016106,1294.830881478161,2766.022702743798,0,86,100,-4.5672526359558105,0.19344449043273926,4.245440483093262,,11500,0.056189385911633305,DDPG,1,4905940.18331,4.90594018331,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
116,398.9293444354595,4902747.3007675065,9805494.601535013,11090649.075140603,1292.2336272143511,2783.8832826677344,0,87,100,-4.4693708419799805,0.346860408782959,4.103397369384766,,11600,0.05590843898207514,DDPG,1,4902747.30077,4.90274730077,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
117,399.92963589130443,4902855.806442845,9805711.61288569,11085521.348935006,1292.1325984496111,2754.675633788416,0,86,100,-4.6758575439453125,0.224071204662323,4.126092433929443,,11700,0.05562889678716477,DDPG,1,4902855.80644,4.90285580644,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
118,396.3511579654967,4906762.4415093325,9813524.883018665,11084911.932379516,1294.0915418001832,2756.3478528957717,0,90,100,-4.885469913482666,0.26478612422943115,4.437192916870117,,11800,0.055350752303228945,DDPG,1,4906762.44151,4.90676244151,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
119,404.4281318971043,4907495.692923945,9814991.38584789,11086018.558575025,1294.3772671322208,2753.3869414802825,0,82,100,-4.761928081512451,0.3060583472251892,4.238720893859863,,11900,0.0550739985417128,DDPG,1,4907495.69292,4.90749569292,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
120,401.8976927261973,4911817.155968393,9823634.311936786,11077768.660553597,1296.558306031892,2724.9002937983914,0,85,100,-4.907898426055908,0.1753697395324707,4.499372959136963,,12000,0.05479862854900423,DDPG,1,4911817.15597,4.91181715597,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
121,399.19503222322135,4905175.191326207,9810350.382652413,11085823.67268729,1291.3716822138877,2741.285296537048,0,87,100,-4.756590366363525,0.20366665720939636,4.414934158325195,,12100,0.05452463540625921,DDPG,1,4905175.19133,4.90517519133,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
122,397.5705422293696,4908870.365651681,9817740.731303362,11085199.347543964,1295.3758166302266,2749.272678229534,0,89,100,-4.759615898132324,0.35768911242485046,4.377137660980225,,12200,0.05425201222922791,DDPG,1,4908870.36565,4.90887036565,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
123,400.734054684044,4900994.199346931,9801988.398693861,11087382.608953878,1290.2310856378695,2751.9466503835415,0,85,100,-4.709849834442139,0.24489349126815796,4.282042980194092,,12300,0.05398075216808177,DDPG,1,4900994.19935,4.90099419935,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
124,397.11487491402806,4904500.671276675,9809001.34255335,11083007.101281703,1290.7175390235982,2721.568830440785,0,89,100,-4.83610725402832,0.3301529288291931,4.338508129119873,,12400,0.053710848407241364,DDPG,1,4904500.67128,4.90450067128,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
125,397.5864739136032,4908968.021226341,9817936.042452682,11080998.121511154,1293.4005703520404,2714.6590895603645,0,89,100,-5.025164604187012,0.19940029084682465,4.627500534057617,,12500,0.053442294165205156,DDPG,1,4908968.02123,4.90896802123,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
126,398.2384621646175,4905708.115535714,9811416.231071427,11082085.277240839,1290.2646461144207,2706.0012804322887,0,88,100,-4.8692946434021,0.275603711605072,4.555632591247559,,12600,0.05317508269437913,DDPG,1,4905708.11554,4.90570811554,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
127,397.764992723219,4901332.082590788,9802664.165181575,11085463.277708022,1287.5947670784542,2721.0400550950785,0,88,100,-4.939459800720215,0.23913612961769104,4.704739570617676,,12700,0.052909207280907235,DDPG,1,4901332.08259,4.90133208259,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
128,397.1989413548791,4905409.45012663,9810818.90025326,11085413.766563118,1286.7737587463957,2702.179902381779,0,89,100,-4.773365020751953,0.28265926241874695,4.542900085449219,,12800,0.0526446612445027,DDPG,1,4905409.45013,4.90540945013,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
129,395.0382982723369,4894663.446687325,9789326.89337465,11096940.694857035,1280.039826629172,2723.65638104174,0,90,100,-4.859530925750732,0.3601776361465454,4.3976216316223145,,12900,0.052381437938280186,DDPG,1,4894663.44669,4.89466344669,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
130,398.50565406842327,4898967.859235242,9797935.718470484,11091650.019624982,1280.2877444816936,2708.9576397744477,0,87,100,-5.105184078216553,0.266951322555542,4.505235195159912,,13000,0.052119530748588785,DDPG,1,4898967.85924,4.89896785924,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
131,396.7061788903201,4891572.802702436,9783145.605404872,11098972.209383486,1272.0077616010808,2702.9678187563804,0,88,100,-5.115119934082031,0.3075435757637024,4.597567081451416,,13100,0.05185893309484584,DDPG,1,4891572.8027,4.8915728027,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
132,396.7027660504979,4891742.444305792,9783484.888611585,11109990.759448908,1269.1464692347163,2736.5290244476532,0,88,100,-5.069861888885498,0.2466009110212326,4.568018913269043,,13200,0.05159963842937161,DDPG,1,4891742.44431,4.89174244431,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
133,399.23812622034507,4887420.930763739,9774841.861527478,11113291.592890585,1260.7068494918526,2734.5626542719897,0,85,100,-5.188624382019043,0.2507881224155426,4.834561347961426,,13300,0.051341640237224755,DDPG,1,4887420.93076,4.88742093076,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
134,395.51651571919473,4890337.0297836615,9780674.059567323,11126656.956156673,1261.8320123017213,2769.641069239821,0,89,100,-4.912835121154785,0.3437034785747528,4.503941535949707,,13400,0.05108493203603863,DDPG,1,4890337.02978,4.89033702978,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
135,395.2917821888195,4888262.178877054,9776524.357754108,11130888.934376493,1257.3465428231748,2778.6705726298424,0,89,100,-5.027942657470703,0.15212085843086243,4.722540855407715,,13500,0.05082950737585844,DDPG,1,4888262.17888,4.88826217888,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
136,393.5745996921792,4881873.482198257,9763746.964396514,11150028.846772483,1250.8617726379427,2838.669165206084,0,90,100,-5.033895015716553,0.22798733413219452,4.583700656890869,,13600,0.05057535983897914,DDPG,1,4881873.4822,4.8818734822,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
137,392.5340744755304,4881631.315312739,9763262.630625479,11160277.897652969,1246.334800596697,2853.018156230979,0,91,100,-5.24321174621582,0.37642109394073486,4.674525737762451,,13700,0.050322483039784247,DDPG,1,4881631.31531,4.88163131531,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
138,397.1572096164886,4877932.071508279,9755864.143016558,11157301.105724862,1243.4412838429594,2840.9353684728762,0,86,100,-5.24997091293335,0.18453699350357056,4.812162399291992,,13800,0.050070870624585324,DDPG,1,4877932.07151,4.87793207151,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
139,395.20595238407765,4878472.621815455,9756945.24363091,11163105.349949887,1244.2695662442081,2866.3705773401834,0,88,100,-5.347641468048096,0.236642986536026,4.916778564453125,,13900,0.049820516271462396,DDPG,1,4878472.62182,4.87847262182,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
140,394.72175854949285,4883280.470167684,9766560.940335369,11159220.493582001,1246.847863850477,2853.2461181224435,0,89,100,-5.186333656311035,0.31591925024986267,4.825793266296387,,14000,0.049571413690105086,DDPG,1,4883280.47017,4.88328047017,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
141,393.28043012197224,4879254.305189583,9758508.610379167,11165704.135155603,1242.4695868037352,2869.0107966006303,0,90,100,-5.175725936889648,0.1924906075000763,4.772212982177734,,14100,0.04932355662165456,DDPG,1,4879254.30519,4.87925430519,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
142,399.7845658014834,4874595.854545899,9749191.709091797,11166523.664229067,1242.748429431637,2892.392463932492,0,83,100,-5.270552635192871,0.22156240046024323,4.892124652862549,,14200,0.04907693883854629,DDPG,1,4874595.85455,4.87459585455,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
143,400.5382256960442,4881691.763233767,9763383.526467534,11167118.94332596,1245.4734465272238,2884.637183565317,0,83,100,-5.342839241027832,0.18425095081329346,4.839432239532471,,14300,0.048831554144353556,DDPG,1,4881691.76323,4.88169176323,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
144,394.21540808757135,4878653.721144548,9757307.442289095,11168243.224035935,1246.1755163845214,2912.6179150447965,0,89,100,-5.451400279998779,0.24236315488815308,5.008397102355957,,14400,0.04858739637363179,DDPG,1,4878653.72114,4.87865372114,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
145,393.56160846290044,4881914.128780025,9763828.25756005,11168024.951777317,1245.0130178803533,2887.652636674936,0,90,100,-5.372493743896484,0.24652186036109924,4.922763347625732,,14500,0.04834445939176363,DDPG,1,4881914.12878,4.88191412878,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
146,397.5591522723894,4881754.9147446435,9763509.829489287,11162718.335444808,1247.2813991083804,2890.284566440998,0,86,100,-5.426747798919678,0.20311540365219116,5.051369667053223,,14600,0.04810273709480481,DDPG,1,4881754.91474,4.88175491474,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
147,397.3093933729554,4879509.472096873,9759018.944193747,11170167.644871702,1245.5820770889345,2919.752844882721,0,86,100,-5.376469612121582,0.29262790083885193,5.017269611358643,,14700,0.04786222340933079,DDPG,1,4879509.4721,4.8795094721,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
148,398.20945872497896,4878608.49645368,9757216.99290736,11170026.91652789,1245.442555749179,2918.7079722931458,0,85,100,-5.370285987854004,0.16957558691501617,4.966949939727783,,14800,0.04762291229228413,DDPG,1,4878608.49645,4.87860849645,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
149,393.90970149543364,4875933.349477528,9751866.698955055,11173228.388692632,1244.825297240098,2947.1900536051176,0,89,100,-5.492198944091797,0.3035821318626404,4.91607141494751,,14900,0.04738479773082271,DDPG,1,4875933.34948,4.87593334948,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
150,394.62784291213313,4882441.0285801,9764882.0571602,11161315.016898876,1250.3521966173578,2909.8384534682973,0,89,100,-5.486058712005615,0.36674389243125916,4.969693183898926,,15000,0.04714787374216859,DDPG,1,4882441.02858,4.88244102858,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
151,398.8179556639889,4874892.268020903,9749784.536041806,11171628.092911266,1243.8533592355293,2941.956344919835,0,84,100,-5.3450093269348145,0.4615756571292877,4.852024078369141,,15100,0.046912134373457745,DDPG,1,4874892.26802,4.87489226802,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
152,399.36121302302274,4861374.379008426,9722748.758016853,11185430.464061609,1236.047339889439,2995.7701134381437,0,82,100,-5.500672340393066,0.23850460350513458,5.158234596252441,,15200,0.04667757370159046,DDPG,1,4861374.37901,4.86137437901,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
153,399.74668739201564,4864958.9916489795,9729917.983297959,11178770.721974961,1239.2339210795794,2974.0852973898545,0,82,100,-5.635277271270752,0.17537888884544373,5.29041862487793,,15300,0.046444185833082505,DDPG,1,4864958.99165,4.86495899165,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
154,396.28094096605264,4860622.4445515955,9721244.889103191,11185064.922660794,1234.5919999285666,2990.9007285739517,0,85,100,-5.599740982055664,0.33584174513816833,5.115110397338867,,15400,0.046211964903917095,DDPG,1,4860622.44455,4.86062244455,results/phase4/algorithms/<algorithm>/seed_<seed>/training_log.csv,phase4,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
