episode,episode_reward,average_rate_e2e,average_rate_HR,average_rate_RL,average_snr_HR,average_snr_RL,outage_count,constraint_violation_count,trajectory_length,actor_loss,critic_loss,q1_mean,q2_mean,replay_buffer_size,exploration_noise
1,181.06496660861566,1816059.335625048,3632118.671250096,14381373.487295875,11.438822332823676,22078.53160156814,0,0,100,,,,,100,0.0995
2,175.05242162011865,1756043.2140976468,3512086.4281952935,14147318.68957778,10.618909556600602,19043.594100137343,0,0,100,,,,,200,0.09900250000000001
3,174.3450132883157,1749142.5118081083,3498285.0236162166,14672437.301483564,10.333504858881733,27383.064174694275,0,0,100,,,,,300,0.0985074875
4,150.8955672491967,1664329.393968383,3328658.787936766,13832422.613929274,9.613272717331961,14990.648509106895,0,15,100,,,,,400,0.09801495006250001
5,169.9915088177155,1705230.355102438,3410460.710204876,14197040.069513435,9.672474874135972,19143.96282049825,0,0,100,,,,,500,0.09752487531218751
6,179.26272812502125,1797810.016258606,3595620.032517212,14174324.767539322,11.175881935709802,19613.84403284298,0,0,100,,,,,600,0.09703725093562657
7,179.9156502027297,1804613.7909266718,3609227.5818533436,14097399.66384964,11.282128402214816,18490.24319107574,0,0,100,,,,,700,0.09655206468094843
8,177.24512452929574,1778145.11495598,3556290.22991196,14304626.72545955,10.806313377476359,21502.23835458848,0,0,100,,,,,800,0.09606930435754368
9,170.9372464799677,1714352.077488692,3428704.154977384,14760069.678067777,9.806294916070863,29534.120671723802,0,0,100,,,,,900,0.09558895783575597
10,195.40330405664872,1959793.2890627228,3919586.5781254456,13958034.421180574,14.994778798317888,17710.360261754267,0,0,100,,5.806079387664795,-0.7858984470367432,0.29569315910339355,1000,0.09511101304657718
11,199.38521774036346,1994633.7264651146,3989267.4529302293,14270002.00507642,27.303305613930178,25000.524797137892,0,0,100,0.03650695085525513,3.6967880725860596,-0.2633407711982727,0.6477224826812744,1100,0.09463545798134429
12,165.89679422737046,1659264.399878954,3318528.799757908,15970935.661732621,9.009882402486516,82683.61780881687,0,0,100,,2.139557361602783,0.18198861181735992,1.0748347043991089,1200,0.09416228069143756
13,172.94999235596723,1729757.8288751638,3459515.6577503276,15110531.712254262,10.005999393958934,35938.04495536329,0,0,100,-0.2114746868610382,1.3937861919403076,0.5735167860984802,1.0608749389648438,1300,0.09369146928798038
14,167.9587060486557,1679868.8789250161,3359737.7578500323,15257903.393087301,9.280884823003921,39647.87953686504,0,0,100,,0.9248085618019104,1.0238242149353027,1.225319504737854,1400,0.09322301194154048
15,163.19706556349686,1632307.6838313998,3264615.3676627995,15451955.585823547,8.656180154682154,46106.54059484415,0,0,100,-0.4053993225097656,1.2078373432159424,1.2141404151916504,1.1993014812469482,1500,0.09275689688183278
16,146.8933402606994,1729427.6993180676,3458855.3986361353,15817391.768871225,10.689589995011765,64074.982970436504,0,26,100,,1.646728754043579,1.545166015625,1.358965277671814,1600,0.09229311239742362
17,154.56641202630937,1706063.976436345,3412127.95287269,15060773.202867232,10.045417264407984,34888.166923267876,0,16,100,-0.5540661811828613,1.245851993560791,1.3928593397140503,1.0930858850479126,1700,0.0918316468354365
18,134.39172097357562,1834653.479747617,3669306.959495234,14960940.786983905,13.127106511162783,32914.455331203964,0,49,100,,1.2445204257965088,1.3487529754638672,1.1199562549591064,1800,0.09137248860125932
19,125.57847008808436,1856745.0837929277,3713490.1675858553,15491844.97845725,14.407280863742107,48848.68772114625,0,60,100,-0.5984910726547241,1.1400442123413086,1.2095223665237427,0.9836954474449158,1900,0.09091562615825302
20,144.75288110132857,2048996.4518729555,4097992.903745911,15212703.575207198,23.95350323630556,39149.299541966386,0,60,100,,1.2096039056777954,1.1754313707351685,1.0127531290054321,2000,0.09046104802746176
21,138.46536582085125,2056283.8347253648,4112567.6694507296,15669429.902571438,26.05212470404277,53314.974709139264,0,67,100,-0.5419268608093262,0.9637969732284546,1.0332667827606201,0.9052902460098267,2100,0.09000874278732444
22,153.17467740185054,2193935.528509697,4387871.057019394,15251237.376362095,35.011898899206905,39566.56384663015,0,66,100,,1.1288702487945557,0.9512990117073059,0.9053774476051331,2200,0.08955869907338782
23,145.8253573245756,2230454.9778096685,4460909.955619337,15721150.061653573,37.42085868957896,54958.50108665871,0,77,100,-0.5390154719352722,0.8968009352684021,0.8494334816932678,0.8889638185501099,2300,0.08911090557802087
24,161.74887338233103,2340161.908610488,4680323.817220976,15131006.380396452,47.67143568915436,36725.21240770629,0,72,100,,1.0072664022445679,0.8325406312942505,0.9227045178413391,2400,0.08866535105013076
25,161.28490918173316,2355352.1687882827,4710704.337576565,15094210.057075001,48.59529594693267,35740.024338039315,0,74,100,-0.5612750053405762,0.8773218393325806,0.8184245824813843,0.9813033938407898,2500,0.08822202429488012
26,177.44412789071572,2558007.796707573,5116015.593415146,15665641.640877232,61.42581246290657,56086.48951168496,0,78,100,,0.9535975456237793,0.7546052932739258,0.9232212901115417,2600,0.08778091417340572
27,181.83875401901588,2601867.3830469255,5203734.766093851,15745788.358353572,63.783982299596836,60053.4719871232,0,78,100,-0.7012471556663513,0.8967604041099548,0.7750644087791443,0.9483642578125,2700,0.0873420096025387
28,189.3260619480675,2717028.578368263,5434057.156736526,15256978.139156736,75.66211042945895,42991.35943177685,0,82,100,,0.8790115118026733,0.8117902278900146,1.0144914388656616,2800,0.086905299554526
29,187.38914195076708,2687432.5602458334,5374865.120491667,15303003.117086902,74.52939397986815,45800.08090497399,0,81,100,-0.9262548089027405,0.8763171434402466,0.8932666778564453,1.0485525131225586,2900,0.08647077305675337
30,201.52433391748073,2870202.4014460384,5740404.802892077,14858860.9106755,98.24376029036686,36358.37175901552,0,85,100,,0.8983129858970642,0.9197670817375183,1.005558729171753,3000,0.0860384191914696
31,192.24660363045336,2756608.7551527196,5513217.510305439,15071482.26341823,84.80151800106154,40619.21874682817,0,83,100,-1.1534419059753418,0.668049693107605,1.000456690788269,1.0602389574050903,3100,0.08560822709551225
32,207.8244863042638,2933451.2839801665,5866902.567960333,14455473.057011077,110.85117087770266,27507.881789503157,0,85,100,,0.7141197919845581,1.1287293434143066,1.1002877950668335,3200,0.08518018596003468
33,213.4975997991843,3000423.0706458096,6000846.141291619,14723649.616800897,113.82542310583091,36389.08616630481,0,86,100,-1.3326895236968994,0.8671536445617676,1.1789047718048096,1.1323397159576416,3300,0.08475428503023451
34,221.2044922750227,3098192.7113221926,6196385.422644385,14581888.389261806,124.68151562425369,34304.037629173305,0,88,100,,0.8639853596687317,1.193127989768982,1.121211290359497,3400,0.08433051360508334
35,218.63292916203156,3062287.983132416,6124575.966264832,14560163.499916283,121.67587760483204,32676.564009147434,0,87,100,-1.4469963312149048,0.691127598285675,1.2289819717407227,1.1445047855377197,3500,0.08390886103705793
36,218.99069585688693,3075943.7302803784,6151887.460560757,14433510.143452179,125.12367987596744,29598.89005092923,0,88,100,,0.7938241362571716,1.200355052947998,1.1495561599731445,3600,0.08348931673187264
37,219.5823284306264,3081641.1114832116,6163282.222966423,14372476.320338454,126.34294207694833,28215.78083135673,0,88,100,-1.4116480350494385,0.7109885215759277,1.3454471826553345,1.3171093463897705,3700,0.08307187014821328
38,233.61622583714933,3233208.3867133777,6466416.773426755,14297646.317582572,141.3161042604437,28523.045956604354,0,89,100,,0.7136291265487671,1.3221135139465332,1.3447741270065308,3800,0.08265651079747222
39,224.09604326228788,3147216.4451063783,6294432.890212757,14288632.830355221,132.46618624979877,26450.264709588933,0,90,100,-1.3132615089416504,0.7573266625404358,1.1531487703323364,1.2212607860565186,3900,0.08224322824348486
40,235.48968623710908,3272148.2832698105,6544296.566539621,14278210.485051263,144.99350181653628,28558.7078123995,0,91,100,,0.7411959171295166,1.1122078895568848,1.1769832372665405,4000,0.08183201210226744
41,235.3718603732188,3260722.8354030126,6521445.670806025,14119301.597579846,145.80983021038725,23706.87368968749,0,90,100,-1.345919132232666,0.7590172290802002,1.133082628250122,1.185560941696167,4100,0.0814228520417561
42,240.2673729841094,3320089.999523934,6640179.999047868,14186291.978752522,150.55450386200053,26786.627250706017,0,91,100,,0.6895393133163452,1.2530372142791748,1.2804433107376099,4200,0.08101573778154732
43,241.54618236657066,3332853.4943300174,6665706.988660035,14149006.045864556,152.30784455511687,25957.256985772783,0,91,100,-1.669576644897461,0.683892011642456,1.3453270196914673,1.3371660709381104,4300,0.08061065909263958
44,244.3020941376138,3370970.4197177393,6741940.839435479,14180837.418342317,154.95369221067992,27456.865322045844,0,92,100,,0.5673577189445496,1.3221144676208496,1.2619717121124268,4400,0.08020760579717638
45,243.6448857285633,3364058.246672656,6728116.493345312,14101051.001447927,155.2187924511893,24681.836507045697,0,92,100,-1.768889307975769,0.7355079650878906,1.4028756618499756,1.3486660718917847,4500,0.0798065677681905
46,245.2723844969471,3400849.362249043,6801698.724498086,14099136.859957721,158.31353976938775,24837.782765911612,0,94,100,,0.6090849041938782,1.3693281412124634,1.3351209163665771,4600,0.07940753492934956
47,248.7250032225354,3415464.9849735945,6830929.969947189,14126269.675732393,159.41275463539307,26670.36097972556,0,92,100,-1.7784850597381592,0.6183434724807739,1.3902791738510132,1.3809396028518677,4700,0.07901049725470281
48,243.3004467721538,3391084.285390026,6782168.570780052,14089349.014807422,156.80492045224025,23940.086236406416,0,95,100,,0.7367540597915649,1.3954763412475586,1.434375524520874,4800,0.0786154447684293
49,245.72875742273348,3405569.4465044816,6811138.893008963,14093080.731247708,159.21723442337412,25136.518118131662,0,94,100,-1.7229241132736206,0.7112551331520081,1.4038424491882324,1.4827005863189697,4900,0.07822236754458715
